experiment,config,prompt_tokens_target,run,ttft_ms,total_ms,status_code,prompt_tokens_actual,completion_tokens,error
exp5,C-sidecar-only,250,16,245.87,245.9,200,301,20,
exp5,C-sidecar-only,250,17,246.43,246.45,200,301,20,
exp5,C-sidecar-only,250,18,245.97,246.0,200,301,20,
exp5,C-sidecar-only,250,19,246.89,246.92,200,301,20,
exp5,C-sidecar-only,250,20,247.53,247.56,200,301,20,
exp5,C-sidecar-only,250,21,245.52,245.55,200,301,20,
exp5,C-sidecar-only,250,22,248.59,248.62,200,301,20,
exp5,C-sidecar-only,250,23,247.04,247.07,200,301,20,
exp5,C-sidecar-only,250,24,245.87,245.9,200,301,20,
exp5,C-sidecar-only,250,25,247.08,247.11,200,301,20,
exp5,C-sidecar-only,250,26,250.48,250.51,200,301,20,
exp5,C-sidecar-only,250,27,244.59,244.63,200,301,20,
exp5,C-sidecar-only,250,28,244.66,244.7,200,301,20,
exp5,C-sidecar-only,250,29,250.23,250.27,200,301,20,
exp5,C-sidecar-only,250,30,245.34,245.37,200,301,20,
exp5,D-disaggregated,250,1,274.05,274.08,200,301,20,
exp5,D-disaggregated,250,2,277.65,277.68,200,301,20,
exp5,D-disaggregated,250,3,275.95,275.98,200,301,20,
exp5,D-disaggregated,250,4,270.3,270.32,200,301,20,
exp5,D-disaggregated,250,5,276.68,276.71,200,301,20,
exp5,D-disaggregated,250,6,275.12,275.15,200,301,20,
exp5,D-disaggregated,250,7,275.23,275.26,200,301,20,
exp5,D-disaggregated,250,8,273.89,273.93,200,301,20,
exp5,D-disaggregated,250,9,278.57,278.6,200,301,20,
exp5,D-disaggregated,250,10,277.97,278.0,200,301,20,
exp5,D-disaggregated,250,11,276.93,276.95,200,301,20,
exp5,D-disaggregated,250,12,273.17,273.2,200,301,20,
exp5,D-disaggregated,250,13,273.04,273.07,200,301,20,
exp5,D-disaggregated,250,14,280.95,280.98,200,301,20,
exp5,D-disaggregated,250,15,273.39,273.42,200,301,20,
exp5,D-disaggregated,250,16,273.29,273.32,200,301,20,
exp5,D-disaggregated,250,17,276.55,276.59,200,301,20,
exp5,D-disaggregated,250,18,277.38,277.4,200,301,20,
exp5,D-disaggregated,250,19,200.64,200.67,200,301,13,
exp5,D-disaggregated,250,20,278.69,278.72,200,301,20,
exp5,D-disaggregated,250,21,274.92,274.95,200,301,20,
exp5,D-disaggregated,250,22,279.85,279.88,200,301,20,
exp5,D-disaggregated,250,23,275.96,275.99,200,301,20,
exp5,D-disaggregated,250,24,279.47,279.5,200,301,20,
exp5,D-disaggregated,250,25,285.31,285.34,200,301,20,
exp5,D-disaggregated,250,26,277.62,277.65,200,301,20,
exp5,D-disaggregated,250,27,277.61,277.63,200,301,20,
exp5,D-disaggregated,250,28,283.36,283.39,200,301,20,
exp5,D-disaggregated,250,29,276.01,276.05,200,301,20,
exp5,D-disaggregated,250,30,280.59,280.61,200,301,20,
exp5,A-prefill-direct,500,1,210.36,210.39,200,601,20,
exp5,A-prefill-direct,500,2,209.01,209.04,200,601,20,
exp5,A-prefill-direct,500,3,208.9,208.93,200,601,20,
exp5,A-prefill-direct,500,4,209.49,209.52,200,601,20,
exp5,A-prefill-direct,500,5,210.28,210.31,200,601,20,
exp5,A-prefill-direct,500,6,212.07,212.1,200,601,20,
exp5,A-prefill-direct,500,7,210.34,210.37,200,601,20,
exp5,A-prefill-direct,500,8,210.64,210.67,200,601,20,
exp5,A-prefill-direct,500,9,210.96,210.99,200,601,20,
exp5,A-prefill-direct,500,10,210.72,210.75,200,601,20,
exp5,A-prefill-direct,500,11,211.44,211.47,200,601,20,
exp5,A-prefill-direct,500,12,22.63,22.66,200,601,1,
exp5,A-prefill-direct,500,13,141.57,141.6,200,601,13,
exp5,A-prefill-direct,500,14,215.06,215.09,200,601,20,
exp5,A-prefill-direct,500,15,211.51,211.53,200,601,20,
exp5,A-prefill-direct,500,16,210.69,210.71,200,601,20,
exp5,A-prefill-direct,500,17,211.51,211.54,200,601,20,
exp5,A-prefill-direct,500,18,32.13,32.16,200,601,2,
exp5,A-prefill-direct,500,19,211.23,211.26,200,601,20,
exp5,A-prefill-direct,500,20,212.09,212.11,200,601,20,
exp5,A-prefill-direct,500,21,210.99,211.01,200,601,20,
exp5,A-prefill-direct,500,22,212.69,212.71,200,601,20,
exp5,A-prefill-direct,500,23,214.64,214.66,200,601,20,
exp5,A-prefill-direct,500,24,211.11,211.14,200,601,20,
exp5,A-prefill-direct,500,25,213.05,213.07,200,601,20,
exp5,A-prefill-direct,500,26,211.27,211.29,200,601,20,
exp5,A-prefill-direct,500,27,211.51,211.53,200,601,20,
exp5,A-prefill-direct,500,28,213.54,213.57,200,601,20,
exp5,A-prefill-direct,500,29,23.09,23.11,200,601,1,
exp5,A-prefill-direct,500,30,214.4,214.42,200,601,20,
exp5,B-decode-direct,500,1,212.09,212.13,200,601,20,
exp5,B-decode-direct,500,2,214.49,214.52,200,601,20,
exp5,B-decode-direct,500,3,212.95,212.97,200,601,20,
exp5,B-decode-direct,500,4,213.67,213.69,200,601,20,
exp5,B-decode-direct,500,5,215.36,215.38,200,601,20,
exp5,B-decode-direct,500,6,213.59,213.61,200,601,20,
exp5,B-decode-direct,500,7,141.48,141.5,200,601,13,
exp5,B-decode-direct,500,8,145.68,145.7,200,601,13,
exp5,B-decode-direct,500,9,220.78,220.81,200,601,20,
exp5,B-decode-direct,500,10,214.38,214.4,200,601,20,
exp5,B-decode-direct,500,11,214.42,214.44,200,601,20,
exp5,B-decode-direct,500,12,21.32,21.34,200,601,1,
exp5,B-decode-direct,500,13,216.27,216.3,200,601,20,
exp5,B-decode-direct,500,14,212.1,212.13,200,601,20,
exp5,B-decode-direct,500,15,214.62,214.64,200,601,20,
exp5,B-decode-direct,500,16,141.69,141.72,200,601,13,
exp5,B-decode-direct,500,17,220.13,220.15,200,601,20,
exp5,B-decode-direct,500,18,213.26,213.28,200,601,20,
exp5,B-decode-direct,500,19,215.37,215.39,200,601,20,
exp5,B-decode-direct,500,20,214.24,214.26,200,601,20,
exp5,B-decode-direct,500,21,213.84,213.86,200,601,20,
exp5,B-decode-direct,500,22,215.63,215.65,200,601,20,
exp5,B-decode-direct,500,23,213.1,213.13,200,601,20,
exp5,B-decode-direct,500,24,216.72,216.75,200,601,20,
exp5,B-decode-direct,500,25,214.22,214.25,200,601,20,
exp5,B-decode-direct,500,26,214.38,214.4,200,601,20,
exp5,B-decode-direct,500,27,215.07,215.09,200,601,20,
exp5,B-decode-direct,500,28,213.48,213.5,200,601,20,
exp5,B-decode-direct,500,29,142.19,142.21,200,601,13,
exp5,B-decode-direct,500,30,219.71,219.74,200,601,20,
exp5,C-sidecar-only,500,1,244.1,244.12,200,601,20,
exp5,C-sidecar-only,500,2,244.47,244.49,200,601,20,
exp5,C-sidecar-only,500,3,62.55,62.57,200,601,1,
exp5,C-sidecar-only,500,4,248.46,248.48,200,601,20,
exp5,C-sidecar-only,500,5,244.98,245.01,200,601,20,
exp5,C-sidecar-only,500,6,246.25,246.27,200,601,20,
exp5,C-sidecar-only,500,7,62.15,62.17,200,601,1,
exp5,C-sidecar-only,500,8,247.58,247.6,200,601,20,
exp5,C-sidecar-only,500,9,244.14,244.17,200,601,20,
exp5,C-sidecar-only,500,10,246.79,246.81,200,601,20,
exp5,C-sidecar-only,500,11,243.0,243.03,200,601,20,
exp5,C-sidecar-only,500,12,245.35,245.37,200,601,20,
exp5,C-sidecar-only,500,13,245.21,245.23,200,601,20,
exp5,C-sidecar-only,500,14,245.47,245.5,200,601,20,
exp5,C-sidecar-only,500,15,247.82,247.85,200,601,20,
exp5,C-sidecar-only,500,16,247.68,247.7,200,601,20,
exp5,C-sidecar-only,500,17,245.59,245.63,200,601,20,
exp5,C-sidecar-only,500,18,52.66,52.68,200,601,1,
exp5,C-sidecar-only,500,19,245.4,245.43,200,601,20,
exp5,C-sidecar-only,500,20,244.29,244.32,200,601,20,
exp5,C-sidecar-only,500,21,245.0,245.03,200,601,20,
exp5,C-sidecar-only,500,22,245.07,245.09,200,601,20,
exp5,C-sidecar-only,500,23,244.92,244.94,200,601,20,
exp5,C-sidecar-only,500,24,249.25,249.28,200,601,20,
exp5,C-sidecar-only,500,25,244.34,244.36,200,601,20,
exp5,C-sidecar-only,500,26,252.79,252.82,200,601,20,
exp5,C-sidecar-only,500,27,247.63,247.65,200,601,20,
exp5,C-sidecar-only,500,28,245.89,245.92,200,601,20,
exp5,C-sidecar-only,500,29,246.42,246.44,200,601,20,
exp5,C-sidecar-only,500,30,247.17,247.19,200,601,20,
exp5,D-disaggregated,500,1,278.75,278.78,200,601,20,
exp5,D-disaggregated,500,2,275.26,275.28,200,601,20,
exp5,D-disaggregated,500,3,201.12,201.15,200,601,13,
exp5,D-disaggregated,500,4,201.56,201.59,200,601,13,
exp5,D-disaggregated,500,5,282.69,282.72,200,601,20,
exp5,D-disaggregated,500,6,278.14,278.16,200,601,20,
exp5,D-disaggregated,500,7,277.16,277.19,200,601,20,
exp5,D-disaggregated,500,8,276.23,276.26,200,601,20,
exp5,D-disaggregated,500,9,278.28,278.31,200,601,20,
exp5,D-disaggregated,500,10,201.64,201.66,200,601,13,
exp5,D-disaggregated,500,11,278.87,278.9,200,601,20,
exp5,D-disaggregated,500,12,276.56,276.59,200,601,20,
exp5,D-disaggregated,500,13,279.52,279.55,200,601,20,
exp5,D-disaggregated,500,14,276.54,276.57,200,601,20,
exp5,D-disaggregated,500,15,200.17,200.21,200,601,13,
exp5,D-disaggregated,500,16,119.41,119.43,200,601,5,
exp5,D-disaggregated,500,17,274.24,274.27,200,601,20,
exp5,D-disaggregated,500,18,273.82,273.85,200,601,20,
exp5,D-disaggregated,500,19,282.72,282.75,200,601,20,
exp5,D-disaggregated,500,20,276.26,276.28,200,601,20,
exp5,D-disaggregated,500,21,276.21,276.24,200,601,20,
exp5,D-disaggregated,500,22,275.49,275.52,200,601,20,
exp5,D-disaggregated,500,23,279.13,279.16,200,601,20,
exp5,D-disaggregated,500,24,276.83,276.86,200,601,20,
exp5,D-disaggregated,500,25,275.97,276.0,200,601,20,
exp5,D-disaggregated,500,26,277.26,277.29,200,601,20,
exp5,D-disaggregated,500,27,277.12,277.14,200,601,20,
exp5,D-disaggregated,500,28,273.84,273.86,200,601,20,
exp5,D-disaggregated,500,29,274.79,274.83,200,601,20,
exp5,D-disaggregated,500,30,277.36,277.39,200,601,20,
exp5,A-prefill-direct,1000,1,210.56,210.58,200,1201,20,
exp5,A-prefill-direct,1000,2,211.53,211.56,200,1201,20,
exp5,A-prefill-direct,1000,3,211.78,211.81,200,1201,20,
exp5,A-prefill-direct,1000,4,212.21,212.23,200,1201,20,
exp5,A-prefill-direct,1000,5,212.29,212.31,200,1201,20,
exp5,A-prefill-direct,1000,6,213.83,213.86,200,1201,20,
exp5,A-prefill-direct,1000,7,211.86,211.89,200,1201,20,
exp5,A-prefill-direct,1000,8,212.98,213.0,200,1201,20,
exp5,A-prefill-direct,1000,9,213.4,213.43,200,1201,20,
exp5,A-prefill-direct,1000,10,212.49,212.52,200,1201,20,
exp5,A-prefill-direct,1000,11,213.47,213.52,200,1201,20,
exp5,A-prefill-direct,1000,12,141.22,141.25,200,1201,13,
exp5,A-prefill-direct,1000,13,216.41,216.44,200,1201,20,
exp5,A-prefill-direct,1000,14,212.56,212.58,200,1201,20,
exp5,A-prefill-direct,1000,15,212.88,212.91,200,1201,20,
exp5,A-prefill-direct,1000,16,211.05,211.08,200,1201,20,
exp5,A-prefill-direct,1000,17,215.41,215.44,200,1201,20,
exp5,A-prefill-direct,1000,18,213.56,213.59,200,1201,20,
exp5,A-prefill-direct,1000,19,214.54,214.57,200,1201,20,
exp5,A-prefill-direct,1000,20,213.69,213.72,200,1201,20,
exp5,A-prefill-direct,1000,21,213.73,213.76,200,1201,20,
exp5,A-prefill-direct,1000,22,214.71,214.74,200,1201,20,
exp5,A-prefill-direct,1000,23,141.72,141.76,200,1201,13,
exp5,A-prefill-direct,1000,24,218.57,218.62,200,1201,20,
exp5,A-prefill-direct,1000,25,213.63,213.66,200,1201,20,
exp5,A-prefill-direct,1000,26,215.29,215.33,200,1201,20,
exp5,A-prefill-direct,1000,27,211.76,211.79,200,1201,20,
exp5,A-prefill-direct,1000,28,213.41,213.44,200,1201,20,
exp5,A-prefill-direct,1000,29,212.4,212.43,200,1201,20,
exp5,A-prefill-direct,1000,30,207.98,208.01,200,1201,20,
exp5,B-decode-direct,1000,1,213.34,213.37,200,1201,20,
exp5,B-decode-direct,1000,2,212.85,212.88,200,1201,20,
exp5,B-decode-direct,1000,3,213.13,213.16,200,1201,20,
exp5,B-decode-direct,1000,4,139.88,139.9,200,1201,13,
exp5,B-decode-direct,1000,5,215.56,215.58,200,1201,20,
exp5,B-decode-direct,1000,6,211.58,211.61,200,1201,20,
exp5,B-decode-direct,1000,7,212.54,212.57,200,1201,20,
exp5,B-decode-direct,1000,8,212.35,212.38,200,1201,20,
exp5,B-decode-direct,1000,9,212.01,212.03,200,1201,20,
exp5,B-decode-direct,1000,10,211.37,211.4,200,1201,20,
exp5,B-decode-direct,1000,11,20.11,20.12,200,1201,1,
exp5,B-decode-direct,1000,12,212.54,212.57,200,1201,20,
exp5,B-decode-direct,1000,13,212.23,212.25,200,1201,20,
exp5,B-decode-direct,1000,14,212.87,212.9,200,1201,20,
exp5,B-decode-direct,1000,15,211.73,211.76,200,1201,20,
exp5,B-decode-direct,1000,16,212.32,212.35,200,1201,20,
exp5,B-decode-direct,1000,17,211.61,211.64,200,1201,20,
exp5,B-decode-direct,1000,18,21.42,21.45,200,1201,1,
exp5,B-decode-direct,1000,19,215.55,215.58,200,1201,20,
exp5,B-decode-direct,1000,20,212.76,212.78,200,1201,20,
exp5,B-decode-direct,1000,21,213.49,213.51,200,1201,20,
exp5,B-decode-direct,1000,22,212.55,212.57,200,1201,20,
exp5,B-decode-direct,1000,23,209.96,209.99,200,1201,20,
exp5,B-decode-direct,1000,24,140.86,140.88,200,1201,13,
exp5,B-decode-direct,1000,25,217.24,217.26,200,1201,20,
exp5,B-decode-direct,1000,26,213.29,213.31,200,1201,20,
exp5,B-decode-direct,1000,27,212.49,212.52,200,1201,20,
exp5,B-decode-direct,1000,28,212.9,212.93,200,1201,20,
exp5,B-decode-direct,1000,29,213.2,213.23,200,1201,20,
exp5,B-decode-direct,1000,30,212.49,212.52,200,1201,20,
exp5,C-sidecar-only,1000,1,242.49,242.52,200,1201,20,
exp5,C-sidecar-only,1000,2,244.54,244.57,200,1201,20,
exp5,C-sidecar-only,1000,3,244.8,244.83,200,1201,20,
exp5,C-sidecar-only,1000,4,243.68,243.71,200,1201,20,
exp5,C-sidecar-only,1000,5,243.12,243.14,200,1201,20,
exp5,C-sidecar-only,1000,6,244.25,244.27,200,1201,20,
exp5,C-sidecar-only,1000,7,243.22,243.25,200,1201,20,
exp5,C-sidecar-only,1000,8,244.48,244.51,200,1201,20,
exp5,C-sidecar-only,1000,9,244.61,244.64,200,1201,20,
exp5,C-sidecar-only,1000,10,242.63,242.66,200,1201,20,
exp5,C-sidecar-only,1000,11,242.52,242.54,200,1201,20,
exp5,C-sidecar-only,1000,12,249.19,249.22,200,1201,20,
exp5,C-sidecar-only,1000,13,243.77,243.8,200,1201,20,
exp5,C-sidecar-only,1000,14,242.93,242.95,200,1201,20,
exp5,C-sidecar-only,1000,15,243.77,243.79,200,1201,20,
exp5,C-sidecar-only,1000,16,243.94,243.97,200,1201,20,
exp5,C-sidecar-only,1000,17,244.91,244.94,200,1201,20,
exp5,C-sidecar-only,1000,18,243.19,243.23,200,1201,20,
exp5,C-sidecar-only,1000,19,246.54,246.57,200,1201,20,
exp5,C-sidecar-only,1000,20,243.93,243.96,200,1201,20,
exp5,C-sidecar-only,1000,21,243.63,243.67,200,1201,20,
exp5,C-sidecar-only,1000,22,242.03,242.06,200,1201,20,
exp5,C-sidecar-only,1000,23,244.63,244.66,200,1201,20,
exp5,C-sidecar-only,1000,24,243.05,243.08,200,1201,20,
exp5,C-sidecar-only,1000,25,246.01,246.04,200,1201,20,
exp5,C-sidecar-only,1000,26,246.2,246.22,200,1201,20,
exp5,C-sidecar-only,1000,27,244.17,244.19,200,1201,20,
exp5,C-sidecar-only,1000,28,242.53,242.55,200,1201,20,
exp5,C-sidecar-only,1000,29,241.99,242.01,200,1201,20,
exp5,C-sidecar-only,1000,30,242.78,242.8,200,1201,20,
exp5,D-disaggregated,1000,1,278.82,278.84,200,1201,20,
exp5,D-disaggregated,1000,2,279.49,279.52,200,1201,20,
exp5,D-disaggregated,1000,3,282.22,282.24,200,1201,20,
exp5,D-disaggregated,1000,4,277.37,277.4,200,1201,20,
exp5,D-disaggregated,1000,5,276.71,276.74,200,1201,20,
exp5,D-disaggregated,1000,6,279.95,279.98,200,1201,20,
exp5,D-disaggregated,1000,7,279.1,279.13,200,1201,20,
exp5,D-disaggregated,1000,8,277.89,277.92,200,1201,20,
exp5,D-disaggregated,1000,9,279.69,279.71,200,1201,20,
exp5,D-disaggregated,1000,10,278.69,278.72,200,1201,20,
exp5,D-disaggregated,1000,11,279.8,279.83,200,1201,20,
exp5,D-disaggregated,1000,12,276.33,276.36,200,1201,20,
exp5,D-disaggregated,1000,13,278.74,278.77,200,1201,20,
exp5,D-disaggregated,1000,14,279.33,279.36,200,1201,20,
exp5,D-disaggregated,1000,15,277.81,277.84,200,1201,20,
exp5,D-disaggregated,1000,16,275.81,275.84,200,1201,20,
exp5,D-disaggregated,1000,17,277.91,277.94,200,1201,20,
exp5,D-disaggregated,1000,18,286.21,286.24,200,1201,20,
exp5,D-disaggregated,1000,19,279.9,279.93,200,1201,20,
exp5,D-disaggregated,1000,20,277.85,277.88,200,1201,20,
exp5,D-disaggregated,1000,21,271.48,271.5,200,1201,20,
exp5,D-disaggregated,1000,22,275.68,275.7,200,1201,20,
exp5,D-disaggregated,1000,23,282.6,282.62,200,1201,20,
exp5,D-disaggregated,1000,24,276.47,276.49,200,1201,20,
exp5,D-disaggregated,1000,25,279.84,279.86,200,1201,20,
exp5,D-disaggregated,1000,26,278.09,278.11,200,1201,20,
exp5,D-disaggregated,1000,27,279.16,279.19,200,1201,20,
exp5,D-disaggregated,1000,28,293.09,293.11,200,1201,20,
exp5,D-disaggregated,1000,29,279.49,279.52,200,1201,20,
exp5,D-disaggregated,1000,30,282.6,282.63,200,1201,20,
exp5,A-prefill-direct,2000,1,15.14,15.16,400,0,0,
exp5,A-prefill-direct,2000,2,13.88,13.9,400,0,0,
exp5,A-prefill-direct,2000,3,13.96,13.98,400,0,0,
exp5,A-prefill-direct,2000,4,14.59,14.6,400,0,0,
exp5,A-prefill-direct,2000,5,13.94,13.96,400,0,0,
exp5,A-prefill-direct,2000,6,14.77,14.79,400,0,0,
exp5,A-prefill-direct,2000,7,14.35,14.37,400,0,0,
exp5,A-prefill-direct,2000,8,14.64,14.66,400,0,0,
exp5,A-prefill-direct,2000,9,13.81,13.83,400,0,0,
exp5,A-prefill-direct,2000,10,13.76,13.78,400,0,0,
exp5,A-prefill-direct,2000,11,13.91,13.93,400,0,0,
exp5,A-prefill-direct,2000,12,14.38,14.39,400,0,0,
exp5,A-prefill-direct,2000,13,13.8,13.82,400,0,0,
exp5,A-prefill-direct,2000,14,13.79,13.81,400,0,0,
exp5,A-prefill-direct,2000,15,13.84,13.86,400,0,0,
exp5,A-prefill-direct,2000,16,14.38,14.39,400,0,0,
exp5,A-prefill-direct,2000,17,13.8,13.82,400,0,0,
exp5,A-prefill-direct,2000,18,13.79,13.81,400,0,0,
exp5,A-prefill-direct,2000,19,14.82,14.84,400,0,0,
exp5,A-prefill-direct,2000,20,14.44,14.46,400,0,0,
exp5,A-prefill-direct,2000,21,13.84,13.86,400,0,0,
exp5,A-prefill-direct,2000,22,13.91,13.92,400,0,0,
exp5,A-prefill-direct,2000,23,14.42,14.44,400,0,0,
exp5,A-prefill-direct,2000,24,13.81,13.83,400,0,0,
exp5,A-prefill-direct,2000,25,13.75,13.77,400,0,0,
exp5,A-prefill-direct,2000,26,13.74,13.76,400,0,0,
exp5,A-prefill-direct,2000,27,14.39,14.4,400,0,0,
exp5,A-prefill-direct,2000,28,13.7,13.71,400,0,0,
exp5,A-prefill-direct,2000,29,13.77,13.79,400,0,0,
exp5,A-prefill-direct,2000,30,14.01,14.03,400,0,0,
exp5,B-decode-direct,2000,1,10.79,10.81,400,0,0,
exp5,B-decode-direct,2000,2,11.76,11.78,400,0,0,
exp5,B-decode-direct,2000,3,11.09,11.11,400,0,0,
exp5,B-decode-direct,2000,4,12.81,12.83,400,0,0,
exp5,B-decode-direct,2000,5,11.07,11.09,400,0,0,
exp5,B-decode-direct,2000,6,10.95,10.97,400,0,0,
exp5,B-decode-direct,2000,7,10.58,10.59,400,0,0,
exp5,B-decode-direct,2000,8,10.33,10.35,400,0,0,
exp5,B-decode-direct,2000,9,11.28,11.3,400,0,0,
exp5,B-decode-direct,2000,10,12.34,12.35,400,0,0,
exp5,B-decode-direct,2000,11,11.18,11.2,400,0,0,
exp5,B-decode-direct,2000,12,10.58,10.6,400,0,0,
exp5,B-decode-direct,2000,13,10.9,10.91,400,0,0,
exp5,B-decode-direct,2000,14,10.56,10.57,400,0,0,
exp5,B-decode-direct,2000,15,11.18,11.2,400,0,0,
exp5,B-decode-direct,2000,16,10.53,10.54,400,0,0,
exp5,B-decode-direct,2000,17,10.92,10.93,400,0,0,
exp5,B-decode-direct,2000,18,10.23,10.25,400,0,0,
exp5,B-decode-direct,2000,19,10.18,10.2,400,0,0,
exp5,B-decode-direct,2000,20,10.16,10.17,400,0,0,
exp5,B-decode-direct,2000,21,10.59,10.61,400,0,0,
exp5,B-decode-direct,2000,22,10.57,10.59,400,0,0,
exp5,B-decode-direct,2000,23,10.15,10.17,400,0,0,
exp5,B-decode-direct,2000,24,10.22,10.23,400,0,0,
exp5,B-decode-direct,2000,25,10.48,10.5,400,0,0,
exp5,B-decode-direct,2000,26,10.37,10.39,400,0,0,
exp5,B-decode-direct,2000,27,15.16,15.18,400,0,0,
exp5,B-decode-direct,2000,28,12.17,12.18,400,0,0,
exp5,B-decode-direct,2000,29,13.48,13.5,400,0,0,
exp5,B-decode-direct,2000,30,10.33,10.35,400,0,0,
exp5,C-sidecar-only,2000,1,43.54,43.56,400,0,0,
exp5,C-sidecar-only,2000,2,45.84,45.86,400,0,0,
exp5,C-sidecar-only,2000,3,45.2,45.22,400,0,0,
exp5,C-sidecar-only,2000,4,44.22,44.24,400,0,0,
exp5,C-sidecar-only,2000,5,50.21,50.23,400,0,0,
exp5,C-sidecar-only,2000,6,43.74,43.75,400,0,0,
exp5,C-sidecar-only,2000,7,49.12,49.14,400,0,0,
exp5,C-sidecar-only,2000,8,43.68,43.7,400,0,0,
exp5,C-sidecar-only,2000,9,43.64,43.66,400,0,0,
exp5,C-sidecar-only,2000,10,43.61,43.63,400,0,0,
exp5,C-sidecar-only,2000,11,44.36,44.39,400,0,0,
exp5,C-sidecar-only,2000,12,44.48,44.52,400,0,0,
exp5,C-sidecar-only,2000,13,79.24,79.26,400,0,0,
exp5,C-sidecar-only,2000,14,46.16,46.19,400,0,0,
exp5,C-sidecar-only,2000,15,65.0,65.03,400,0,0,
exp5,C-sidecar-only,2000,16,91.93,91.96,400,0,0,
exp5,C-sidecar-only,2000,17,87.12,87.15,400,0,0,
exp5,C-sidecar-only,2000,18,69.17,69.2,400,0,0,
exp5,C-sidecar-only,2000,19,59.55,59.58,400,0,0,
exp5,C-sidecar-only,2000,20,62.13,62.16,400,0,0,
exp5,C-sidecar-only,2000,21,87.86,87.89,400,0,0,
exp5,C-sidecar-only,2000,22,58.97,59.0,400,0,0,
exp5,C-sidecar-only,2000,23,64.08,64.11,400,0,0,
exp5,C-sidecar-only,2000,24,71.6,71.62,400,0,0,
exp5,C-sidecar-only,2000,25,45.82,45.87,400,0,0,
exp5,C-sidecar-only,2000,26,51.2,51.23,400,0,0,
exp5,C-sidecar-only,2000,27,76.02,76.05,400,0,0,
exp5,C-sidecar-only,2000,28,57.43,57.45,400,0,0,
exp5,C-sidecar-only,2000,29,61.64,61.66,400,0,0,
exp5,C-sidecar-only,2000,30,47.95,47.99,400,0,0,
exp5,D-disaggregated,2000,1,52.52,52.55,400,0,0,
exp5,D-disaggregated,2000,2,54.12,54.15,400,0,0,
exp5,D-disaggregated,2000,3,54.05,54.07,400,0,0,
exp5,D-disaggregated,2000,4,51.61,51.65,400,0,0,
exp5,D-disaggregated,2000,5,65.75,65.78,400,0,0,
exp5,D-disaggregated,2000,6,77.53,77.56,400,0,0,
exp5,D-disaggregated,2000,7,73.16,73.19,400,0,0,
exp5,D-disaggregated,2000,8,61.22,61.25,400,0,0,
exp5,D-disaggregated,2000,9,50.29,50.31,400,0,0,
exp5,D-disaggregated,2000,10,50.29,50.32,400,0,0,
exp5,D-disaggregated,2000,11,50.69,50.71,400,0,0,
exp5,D-disaggregated,2000,12,51.46,51.48,400,0,0,
exp5,D-disaggregated,2000,13,50.01,50.04,400,0,0,
exp5,D-disaggregated,2000,14,48.98,49.01,400,0,0,
exp5,D-disaggregated,2000,15,49.83,49.86,400,0,0,
exp5,D-disaggregated,2000,16,49.53,49.55,400,0,0,
exp5,D-disaggregated,2000,17,49.04,49.06,400,0,0,
exp5,D-disaggregated,2000,18,49.07,49.1,400,0,0,
exp5,D-disaggregated,2000,19,49.59,49.61,400,0,0,
exp5,D-disaggregated,2000,20,49.27,49.28,400,0,0,
exp5,D-disaggregated,2000,21,51.32,51.34,400,0,0,
exp5,D-disaggregated,2000,22,49.5,49.52,400,0,0,
exp5,D-disaggregated,2000,23,48.98,49.0,400,0,0,
exp5,D-disaggregated,2000,24,49.6,49.62,400,0,0,
exp5,D-disaggregated,2000,25,50.45,50.48,400,0,0,
exp5,D-disaggregated,2000,26,54.67,54.7,400,0,0,
exp5,D-disaggregated,2000,27,51.12,51.14,400,0,0,
exp5,D-disaggregated,2000,28,55.04,55.06,400,0,0,
exp5,D-disaggregated,2000,29,51.32,51.34,400,0,0,
exp5,D-disaggregated,2000,30,49.08,49.1,400,0,0,
